30^"32,1"^"CTL/Set Instance ID Request/Instance"^50900^-1^0
48^"1,20"^"PDS/Set Event Report Request/Time Injection Indicator"^50422^-1
48^"1,21"^"PDS/Set Event Report Request/Wi-Fi Indicator"^50423^-1
48^"1,22"^"PDS/Set Event Report Request/Satellite Indicator"^50424^-1
48^"1,23"^"PDS/Set Event Report Request/VX Network Indicator"^50425^-1
48^"1,24"^"PDS/Set Event Report Request/SUPL Network Indicator"^50426^-1
48^"1,25"^"PDS/Set Event Report Request/UMTS CP Network Indicator"^50427^-1
48^"1,26"^"PDS/Set Event Report Request/PDS Comm Indicator"^50428^-1
48^"33,1"^"PDS/Set Service State Request/State"^50403^-1
48^"34,1"^"PDS/Start Tracking Session Request/Session"^50404^-1
48^"39,1"^"PDS/Set NMEA Config Request/Config"^50405^-1
48^"40,1"^"PDS/Inject Time Reference Request/Time"^50406^-1
48^"42,1"^"PDS/Set Defaults Request/Defaults"^50407^-1
48^"44,16"^"PDS/Set XTRA Parameters Request/Automatic"^50408^-1
48^"44,17"^"PDS/Set XTRA Parameters Request/Medium"^50409^-1
48^"44,18"^"PDS/Set XTRA Parameters Request/Network"^50410^-1
48^"44,20"^"PDS/Set XTRA Parameters Request/Embedded"^50441^-1
48^"46,18"^"PDS/Get AGPS Config Request/Network Mode"^50471^-1
48^"47,16"^"PDS/Set AGPS Config Request/Server"^50412^-1
48^"47,17"^"PDS/Set AGPS Config Request/Server URL"^50432^-1
48^"47,18"^"PDS/Set AGPS Config Request/Network Mode"^50471^-1
48^"49,1"^"PDS/Set Service Auto-Tracking State Request/State"^50413^-1
48^"51,1"^"PDS/Set COM Port Auto-Tracking Config Request/Config"^50413^-1
48^"52,16"^"PDS/Reset PDS Data Request/GPS Data"^50414^-1
48^"52,17"^"PDS/Reset PDS Data Request/Cell Data"^50415^-1
48^"53,16"^"PDS/Single Position Fix Request/Mode"^50442^-1
48^"53,17"^"PDS/Single Position Fix Request/Timeout"^50443^-1
48^"53,18"^"PDS/Single Position Fix Request/Accuracy"^50444^-1
48^"55,1"^"PDS/Inject XTRA Data Request/Data"^50446^-1
48^"56,16"^"PDS/Inject Position Data Request/Timestamp"^50447^-1
48^"56,17"^"PDS/Inject Position Data Request/Latitude"^50448^-1
48^"56,18"^"PDS/Inject Position Data Request/Longitude"^50449^-1
48^"56,19"^"PDS/Inject Position Data Request/Altitude Ellipsoid"^50450^-1
48^"56,20"^"PDS/Inject Position Data Request/Altitude Sea Level"^50451^-1
48^"56,21"^"PDS/Inject Position Data Request/Horizontal Uncertainty"^50452^-1
48^"56,22"^"PDS/Inject Position Data Request/Vertical Uncertainty"^50453^-1
48^"56,23"^"PDS/Inject Position Data Request/Horizontal Confidence"^50454^-1
48^"56,24"^"PDS/Inject Position Data Request/Vertical Confidence"^50455^-1
48^"56,25"^"PDS/Inject Position Data Request/Source"^50456^-1
48^"57,16"^"PDS/Inject Wi-Fi Position Data Request/Time"^50457^-1
48^"57,17"^"PDS/Inject Wi-Fi Position Data Request/Position"^50458^-1
48^"57,18"^"PDS/Inject Wi-Fi Position Data Request/AP Info"^50459^-1
48^"59,16"^"PDS/Set SBAS Config Request/Config"^50462^-1
48^"60,1"^"PDS/Send Network Initiated Response Request/Action"^50463^-1
48^"60,16"^"PDS/Send Network Initiated Response Request/VX"^50437^-1
48^"60,17"^"PDS/Send Network Initiated Response Request/SUPL"^50438^-1
48^"60,18"^"PDS/Send Network Initiated Response Request/UMTS CP"^50439^-1
48^"61,1"^"PDS/Inject Absolute Time Request/Time"^50464^-1
48^"62,1"^"PDS/Inject EFS Data Request/Date File"^50465^-1
48^"64,1"^"PDS/Set DPO Config Request/Config"^50467^-1
48^"66,16"^"PDS/Set ODP Config Request/Config"^50468^-1
48^"81,16"^"PDS/Set Position Methods State Request/XTRA Time"^50470^-1
48^"81,17"^"PDS/Set Position Methods State Request/XTRA Data"^50470^-1
48^"81,18"^"PDS/Set Position Methods State Request/Wi-Fi"^50470^-1
49^"0,2"^"PDS/Reset Response/Result Code"^50000^-1
49^"1,2"^"PDS/Set Event Report Response/Result Code"^50000^-1
49^"32,1"^"PDS/Get Service State Response/State"^50402^-1
49^"32,2"^"PDS/Get Service State Response/Result Code"^50000^-1
49^"33,2"^"PDS/Set Service State Response/Result Code"^50000^-1
49^"34,2"^"PDS/Start Tracking Session Response/Result Code"^50000^-1
49^"35,1"^"PDS/Get Tracking Session Info Response/Info"^50404^-1
49^"35,2"^"PDS/Get Tracking Session Info Response/Result Code"^50000^-1
49^"36,2"^"PDS/Fix Position Response/Result Code"^50000^-1
49^"37,2"^"PDS/End Tracking Session Response/Result Code"^50000^-1
49^"38,1"^"PDS/Get NMEA Config Response/Config"^50405^-1
49^"38,2"^"PDS/Get NMEA Config Response/Result Code"^50000^-1
49^"39,2"^"PDS/Set NMEA Config Response/Result Code"^50000^-1
49^"40,2"^"PDS/Inject Time Reference Response/Result Code"^50000^-1
49^"41,1"^"PDS/Get Defaults Response/Defaults"^50407^-1
49^"41,2"^"PDS/Get Defaults Response/Result Code"^50000^-1
49^"42,2"^"PDS/Set Defaults Response/Result Code"^50000^-1
49^"43,2"^"PDS/Get XTRA Parameters Response/Result Code"^50000^-1
49^"43,16"^"PDS/Get XTRA Parameters Response/Automatic"^50408^-1
49^"43,17"^"PDS/Get XTRA Parameters Response/Medium"^50409^-1
49^"43,18"^"PDS/Get XTRA Parameters Response/Network"^50410^-1
49^"43,19"^"PDS/Get XTRA Parameters Response/Validity"^50411^-1
49^"43,20"^"PDS/Get XTRA Parameters Response/Embedded"^50441^-1
49^"44,2"^"PDS/Set XTRA Parameters Response/Result Code"^50000^-1
49^"45,2"^"PDS/Force XTRA Download Response/Result Code"^50000^-1
49^"46,2"^"PDS/Get AGPS Config Response/Result Code"^50000^-1
49^"46,16"^"PDS/Get AGPS Config Response/Server"^50412^-1
49^"46,17"^"PDS/Get AGPS Config Response/Server URL"^50432^-1
49^"47,2"^"PDS/Set AGPS Config Response/Result Code"^50000^-1
49^"48,1"^"PDS/Get Service Auto-Tracking State Response/State"^50413^-1
49^"48,2"^"PDS/Get Service Auto-Tracking State Response/Result Code"^50000^-1
49^"49,2"^"PDS/Set Service Auto-Tracking State Response/Result Code"^50000^-1
49^"50,1"^"PDS/Get COM Port Auto-Tracking Config Response/Config"^50413^-1
49^"50,2"^"PDS/Get COM Port Auto-Tracking Config Response/Result Code"^50000^-1
49^"51,2"^"PDS/Set COM Port Auto-Tracking Config Response/Result Code"^50000^-1
49^"52,2"^"PDS/Reset PDS Data Response/Result Code"^50000^-1
49^"53,2"^"PDS/Single Position Fix Response/Result Code"^50000^-1
49^"54,1"^"PDS/Get Service Version Response/Version"^50445^-1
49^"54,2"^"PDS/Get Service Version Response/Result Code"^50000^-1
49^"55,2"^"PDS/Inject XTRA Data Response/Result Code"^50000^-1
49^"56,2"^"PDS/Inject Position Data Response/Result Code"^50000^-1
49^"57,2"^"PDS/Inject Wi-Fi Position Data Response/Result Code"^50000^-1
49^"58,2"^"PDS/Get SBAS Config Response/Result Code"^50000^-1
49^"58,16"^"PDS/Get SBAS Config Response/Config"^50461^-1
49^"59,2"^"PDS/Set SBAS Config Response/Result Code"^50000^-1
49^"60,2"^"PDS/Send Network Initiated Response Response/Result Code"^50000^-1
49^"61,2"^"PDS/Inject Absolute Time Response/Result Code"^50000^-1
49^"62,2"^"PDS/Inject EFS Data Response/Result Code"^50000^-1
49^"63,2"^"PDS/Get DPO Config Response/Result Code"^50000^-1
49^"63,16"^"PDS/Get DPO Config Response/Config"^50466^-1
49^"64,2"^"PDS/Set DPO Config Response/Result Code"^50000^-1
49^"65,2"^"PDS/Get ODP Config Response/Result Code"^50000^-1
49^"65,16"^"PDS/Get ODP Config Response/Config"^50468^-1
49^"66,2"^"PDS/Set ODP Config Response/Result Code"^50000^-1
49^"67,2"^"PDS/Cancel Single Position Fix Response/Result Code"^50000^-1
49^"68,2"^"PDS/Get GPS State Response/Result Code"^50000^-1
49^"68,16"^"PDS/Get GPS State Response/State"^50469^-1
49^"80,2"^"PDS/Get Position Methods State Response/Result Code"^50000^-1
49^"80,16"^"PDS/Get Position Methods State Response/XTRA Time"^50470^-1
49^"80,17"^"PDS/Get Position Methods State Response/XTRA Data"^50470^-1
49^"80,18"^"PDS/Get Position Methods State Response/Wi-Fi"^50470^-1
49^"81,2"^"PDS/Set Position Methods State Response/Result Code"^50000^-1
50^"1,16"^"PDS/Event Report/NMEA Sentence"^50401^-1
50^"1,17"^"PDS/Event Report/NMEA Sentence Plus Mode"^50417^-1
50^"1,18"^"PDS/Event Report/Position Session Status"^50429^-1
50^"1,19"^"PDS/Event Report/Parsed Position Data"^50430^-1
50^"1,20"^"PDS/Event Report/External XTRA Request"^50431^-1
50^"1,21"^"PDS/Event Report/External Time Injection Request"^50433^-1
50^"1,22"^"PDS/Event Report/External Wi-Fi Position Request"^50434^-1
50^"1,23"^"PDS/Event Report/Satellite Info"^50435^-1
50^"1,24"^"PDS/Event Report/VX Network Initiated Prompt"^50437^-1
50^"1,25"^"PDS/Event Report/SUPL Network Initiated Prompt"^50438^-1
50^"1,26"^"PDS/Event Report/UMTS CP Network Initiated Prompt"^50439^-1
50^"1,27"^"PDS/Event Report/Comm Events"^50440^-1
50^"32,1"^"PDS/Service State Indication/State"^50402^-1
51^"32,16"^"AUTH/Start EAP Session Request/Method Mask"^50700^-1^0
51^"33,1"^"AUTH/Send EAP Packet Request/Request Packet"^50701^-1^0
52^"32,2"^"AUTH/Start EAP Session Response/Result Code"^50000^-1^0
52^"33,1"^"AUTH/Send EAP Packet Response/Response Packet"^50703^-1^0
52^"33,2"^"AUTH/Send EAP Packet Response/Result Code"^50000^-1^0
52^"35,1"^"AUTH/Get EAP Session Keys Response/Session Keys"^50705^-1^0
52^"35,2"^"AUTH/Get EAP Session Keys Response/Result Code"^50000^-1^0
52^"36,2"^"AUTH/End EAP Session Response/Result Code"^50000^-1^0
52^"34,1"^"AUTH/EAP Session Result/Result"^50704^-1^0
54^"1,16"^"CAT/Set Event Report Request/Report Mask"^50600^-1^0
54^"33,1"^"CAT/Send Terminal Response Request/Terminal Response Type"^50612^-1^0
54^"34,1"^"CAT/Envelope Command Request/Envelope Command"^50613^-1^0
55^"0,2"^"CAT/Reset Response/Result Code"^50000^-1^0
55^"1,2"^"CAT/Set Event Report Response/Result Code"^50000^-1^0
55^"1,16"^"CAT/Set Event Report Response/Reg Status Mask"^50600^-1^0
55^"32,1"^"CAT/Get Service State Response/CAT Service State"^50615^-1^0
55^"32,2"^"CAT/Get Service State Response/Result Code"^50000^-1^0
55^"33,2"^"CAT/Send Terminal Response Response/Result Code"^50000^-1^0
55^"34,2"^"CAT/Envelope Command Response/Result Code"^50000^-1^0
56^"1,16"^"CAT/Event Report/Display Text Event"^50601^-1^0
56^"1,17"^"CAT/Event Report/Get Inkey Event"^50602^-1^0
56^"1,18"^"CAT/Event Report/Get Input Event"^50603^-1^0
56^"1,19"^"CAT/Event Report/Setup Menu Event"^50604^-1^0
56^"1,20"^"CAT/Event Report/Select Item Event"^50605^-1^0
56^"1,21"^"CAT/Event Report/Alpha ID Available"^50606^-1^0
56^"1,22"^"CAT/Event Report/Setup Event List"^50607^-1^0
56^"1,23"^"CAT/Event Report/Setup Idle Mode Text Event"^50608^-1^0
56^"1,24"^"CAT/Event Report/Language Notification Event"^50609^-1^0
56^"1,25"^"CAT/Event Report/Refresh Event"^50610^-1^0
56^"1,26"^"CAT/Event Report/End Proactive Session"^50611^-1^0
57^"33,16"^"RMS/Set SMS Wake Request/State"^50500^-1^0
57^"33,17"^"RMS/Set SMS Wake Request/Mask"^50501^-1^0
58^"0,2"^"RMS/Reset Response/Result Code"^50000^-1^0
58^"32,2"^"RMS/Get SMS Wake Response/Result Code"^50000^-1^0
58^"32,16"^"RMS/Get SMS Wake Response/State"^50500^-1^0
58^"32,17"^"RMS/Get SMS Wake Request/Mask"^50501^-1^0
58^"33,2"^"RMS/Set SMS Wake Response/Result Code"^50000^-1^0
60^"1,16"^"OMA/Set Event Report Request/NIA"^50800^-1^0
60^"1,17"^"OMA/Set Event Report Request/Status"^50801^-1^0
60^"32,16"^"OMA/Start Session Request/Type"^50805^-1^0
60^"35,16"^"OMA/Send Selection Request/Type"^50808^-1^0
60^"37,16"^"OMA/Set Features Response/Provisioning"^50809^-1^0
60^"37,17"^"OMA/Set Features Response/PRL Update"^50810^-1^0
60^"37,18"^"OMA/Set Features Response/HFA Feature"^50811^-1^0
61^"0,2"^"OMA/Reset Response/Result Code"^50000^-1^0
61^"1,2"^"OMA/Set Event Report Response/Result Code"^50000^-1^0
61^"32,2"^"OMA/Start Session Response/Result Code"^50000^-1^0
61^"33,2"^"OMA/Cancel Session Response/Result Code"^50000^-1^0
61^"34,2"^"OMA/Get Session Info Response/Result Code"^50000^-1^0
61^"34,16"^"OMA/Get Session Info Response/Info"^50806^-1^0
61^"34,17"^"OMA/Get Session Info Response/Failure"^50804^-1^0
61^"34,18"^"OMA/Get Session Info Response/Retry"^50807^-1^0
61^"34,19"^"OMA/Get Session Info Response/NIA"^50802^-1^0
61^"35,2"^"OMA/Send Selection Response/Result Code"^50000^-1^0
61^"36,2"^"OMA/Get Features Response/Result Code"^50000^-1^0
61^"36,16"^"OMA/Get Features Response/Provisioning"^50809^-1^0
61^"36,17"^"OMA/Get Features Response/PRL Update"^50810^-1^0
61^"36,18"^"OMA/Get Features Response/HFA Feature"^50811^-1^0
61^"36,19"^"OMA/Get Features Response/HFA Done State"^50812^-1^0
61^"37,2"^"OMA/Set Features Response/Result Code"^50000^-1^0
62^"1,16"^"OMA/Event Report/NIA"^50802^-1^0
62^"1,17"^"OMA/Event Report/Status"^50803^-1^0
62^"1,18"^"OMA/Event Report/Failure"^50804^-1^0
63^"58,1"^"Voice/Initiate USSD Request/Info"^70000^-1^0
63^"59,1"^"Voice/Answer USSD Request/Info"^70000^-1^0
63^"67,1"^"Voice/Async Initiate USSD Request/Info"^70000^-1^0
64^"58,2"^"Voice/Initiate USSD Response/Result Code"^50000^-1^0
64^"58,16"^"Voice/Initiate USSD Response/Fail Cause"^70001^-1^0
64^"58,17"^"Voice/Initiate USSD Response/Alpha ID"^70002^-1^0
64^"58,18"^"Voice/Initiate USSD Response/Data"^70000^-1^0
64^"59,2"^"Voice/Answer USSD Response/Result Code"^50000^-1^0
64^"60,2"^"Voice/Cancel USSD Response/Result Code"^50000^-1^0
64^"67,2"^"Voice/Async Initiate USSD Response/Result Code"^50000^-1^0
65^"62,1"^"Voice/USSD Indication/Type"^70003^-1^0
65^"62,16"^"Voice/USSD Indication/Data"^70000^-1
65^"67,16"^"Voice/USSD Async Indication/Error"^70004^-1^0
65^"67,17"^"Voice/USSD Async Indication/Fail Cause"^70001^-1^0
65^"67,18"^"Voice/USSD Async Indication/Info"^70000^-1^0
65^"67,19"^"Voice/USSD Async Indication/Alpha ID"^70002^-1^0
